TS,xs1,xs2,xs3,xs4,xs5,xs6,xs7,xs8,label
03/11/2022 12:18:13 PM,20.598837,65.125246,616.392973,90.674399,110.709621,342.350161,618.691197,92.06506,2
03/11/2022 12:18:14 PM,22.481314,62.481782,608.7313,92.614385,115.665559,333.198646,604.322278,91.585614,5
03/11/2022 12:18:15 PM,20.865544,60.665363,616.139937,90.704644,111.130517,338.213274,607.471423,90.938742,0
03/11/2022 12:18:16 PM,22.283587,62.107746,618.906934,91.176244,110.663408,361.395908,610.696309,91.550751,6
03/11/2022 12:18:17 PM,22.399403,65.782955,613.23064,93.430309,110.793274,339.037191,618.70438,92.825457,2
03/11/2022 12:18:18 PM,22.533142,62.213792,608.212214,98.321433,110.67592,336.436327,618.919962,90.942732,4
03/11/2022 12:18:19 PM,22.263288,61.091498,606.244391,92.825848,111.438456,342.278379,603.525763,90.997444,0
03/11/2022 12:18:20 PM,20.634192,60.678732,614.642519,92.363884,110.969306,344.24812,612.056713,90.851885,0
03/11/2022 12:18:21 PM,21.701374,61.905584,602.346914,91.770117,110.938719,335.804288,641.802291,90.816961,7
03/11/2022 12:18:22 PM,22.230311,60.936418,613.425762,91.099756,113.623589,340.69665,602.693698,91.231807,5
03/11/2022 12:18:23 PM,21.792393,62.479348,602.162497,91.832039,111.526774,344.273675,646.838285,92.351069,7
03/11/2022 12:18:24 PM,21.82425,61.823377,619.059032,93.409104,110.706519,333.849742,619.597405,90.984248,0
03/11/2022 12:18:25 PM,21.17225,62.451082,604.631697,92.627134,111.362316,346.430957,616.317379,97.928383,8
03/11/2022 12:18:26 PM,21.820988,60.985089,615.155852,93.20408,111.471176,346.424741,614.531448,90.61901,0
03/11/2022 12:18:27 PM,22.094048,61.76713,617.72266,93.095584,111.226669,342.298363,600.84398,92.832997,0
03/11/2022 12:18:28 PM,21.086841,61.33721,612.996029,93.383853,110.646446,349.955293,608.683266,91.553351,0
03/11/2022 12:18:29 PM,22.260309,62.274496,616.433807,92.778913,111.333125,341.065569,607.576384,91.448827,0
03/11/2022 12:18:30 PM,20.882756,61.708695,619.053764,90.56196,111.24892,334.541249,606.02802,92.868975,0
03/11/2022 12:18:31 PM,21.899931,61.330305,610.36909,93.219267,111.257383,337.658528,609.905795,92.022282,0
03/11/2022 12:18:32 PM,21.476175,61.001368,616.138236,90.778715,114.584006,342.897468,620.14713,92.490004,5
03/11/2022 12:18:33 PM,21.590041,61.979684,616.0421,92.531841,110.756591,349.186423,601.906068,93.539226,0
03/11/2022 12:18:34 PM,21.755287,62.397453,605.52778,92.196897,110.760884,334.326041,644.488812,92.358407,7
03/11/2022 12:18:35 PM,27.579354,61.36976,618.639129,93.431255,111.206556,333.250679,613.812373,91.229735,1
03/11/2022 12:18:36 PM,20.765235,61.139391,611.598663,92.261705,111.500596,341.564894,615.417711,100.034873,8
03/11/2022 12:18:37 PM,21.112142,62.352014,610.390824,92.452811,111.282249,349.141018,613.179291,92.246683,0
03/11/2022 12:18:38 PM,21.9014,61.985482,603.894881,93.282784,111.203956,330.903359,609.796484,92.513982,0
03/11/2022 12:18:39 PM,21.175861,62.130227,608.580749,90.642352,110.794377,345.725627,613.759964,92.364171,0
03/11/2022 12:18:40 PM,21.054367,61.472155,608.251892,92.358957,110.991165,341.60256,615.538268,91.795361,0
03/11/2022 12:18:41 PM,21.468756,60.712211,606.810195,91.518115,114.454055,340.883122,612.32583,90.57283,5
03/11/2022 12:18:42 PM,21.501958,61.962017,616.801825,91.994677,110.629337,336.251658,616.284807,99.399847,8
03/11/2022 12:18:43 PM,22.037378,61.233905,608.354818,92.845034,110.780875,330.597226,654.156826,92.393225,7
03/11/2022 12:18:44 PM,21.51203,60.855109,610.118884,91.268389,111.142638,348.367648,662.826655,92.270138,7
03/11/2022 12:18:45 PM,21.294694,60.620381,616.034851,90.668271,110.573616,331.939783,651.858218,92.032031,7
03/11/2022 12:18:46 PM,21.715478,62.119956,605.136485,91.883977,111.458105,349.345029,607.415423,92.412741,0
03/11/2022 12:18:47 PM,21.895492,61.304121,639.4244,92.416913,111.107264,342.492232,603.037721,93.108203,3
03/11/2022 12:18:48 PM,22.3312,61.376913,608.120171,91.4302,110.920233,337.273835,640.434558,93.4103,7
03/11/2022 12:18:49 PM,27.71861,62.151306,608.870603,90.609409,111.183692,336.420159,617.11166,91.464359,1
03/11/2022 12:18:50 PM,22.147361,61.468022,619.761623,93.130293,111.470924,349.247433,613.716403,91.44198,0
03/11/2022 12:18:51 PM,21.14812,60.724637,608.197505,93.228855,116.10866,342.244844,613.562891,92.884915,5
03/11/2022 12:18:52 PM,20.619965,61.260611,605.547822,91.424051,111.11972,331.961594,611.415965,92.529367,0
03/11/2022 12:18:53 PM,21.364262,65.235841,615.981798,91.757791,110.976182,347.149566,620.413421,92.44155,2
03/11/2022 12:18:54 PM,22.314927,60.783721,610.686937,91.928533,111.358752,331.460035,613.518699,92.657202,0
03/11/2022 12:18:55 PM,21.489489,61.475507,601.139717,93.34058,111.517452,337.193903,608.777934,92.035826,0
03/11/2022 12:18:56 PM,22.298076,61.288177,614.144953,92.832744,110.606899,350.303541,659.031434,91.095671,7
03/11/2022 12:18:57 PM,20.81955,61.819998,607.031524,91.976863,111.493381,346.990563,606.316775,91.167136,0
03/11/2022 12:18:58 PM,20.868506,62.148661,612.387991,91.061516,111.390983,345.123092,612.513875,91.283662,0
03/11/2022 12:18:59 PM,20.591238,60.864705,602.886373,92.046718,111.021068,346.310055,609.890729,92.260743,0
03/11/2022 12:19:00 PM,22.095371,61.819753,613.783702,93.537871,111.002321,369.707892,602.882315,91.437417,6
03/11/2022 12:19:01 PM,20.773742,61.926376,614.528581,91.619823,110.990643,346.337074,611.323122,92.432772,0
03/11/2022 12:19:02 PM,22.509091,61.694404,600.7526,93.466978,111.212851,345.116176,612.975848,92.543977,0
03/11/2022 12:19:03 PM,21.418716,61.216187,608.628812,93.202417,110.647533,335.00604,601.892865,91.374906,0
03/11/2022 12:19:04 PM,21.22366,62.269984,645.165341,93.09101,110.943673,349.841366,608.525797,91.160112,3
03/11/2022 12:19:05 PM,21.710496,68.383582,600.774525,92.09965,110.874698,333.157451,606.56215,91.851723,2
03/11/2022 12:19:06 PM,21.949773,60.78537,609.559202,93.149758,111.341394,345.130545,609.464907,91.813651,0
03/11/2022 12:19:07 PM,21.569022,62.407219,602.717226,97.610703,110.626179,331.927141,619.803829,91.896146,4
03/11/2022 12:19:08 PM,22.366542,61.827755,613.168742,92.147828,116.772496,340.360599,615.781904,91.728161,5
03/11/2022 12:19:09 PM,22.295439,68.616482,609.406,91.215669,111.425437,340.54573,604.697876,90.583798,2
03/11/2022 12:19:10 PM,20.847848,60.88691,602.902452,99.304111,111.375002,336.850617,600.674072,91.240811,4
03/11/2022 12:19:11 PM,22.098775,61.954097,614.57136,93.546343,111.171216,335.919316,610.083316,91.426948,0
03/11/2022 12:19:12 PM,22.429273,60.973605,600.79922,91.373203,110.575583,340.718059,604.044495,91.930129,0
03/11/2022 12:19:13 PM,21.707801,61.169317,616.61027,92.697298,111.133113,347.820846,610.617472,99.985837,8
03/11/2022 12:19:14 PM,21.024089,61.602366,617.354408,92.682538,110.66096,333.888086,604.452505,92.218766,0
03/11/2022 12:19:15 PM,20.798814,62.01549,663.866676,91.866661,110.966011,339.829866,614.995518,93.426544,3
03/11/2022 12:19:16 PM,22.180308,61.282567,604.701066,98.385031,110.989648,348.889969,611.635211,93.293904,4
03/11/2022 12:19:17 PM,26.805566,60.965261,600.703726,90.820584,111.288377,336.201408,619.264095,93.238306,1
03/11/2022 12:19:18 PM,21.942088,62.543582,612.794729,90.862393,110.838497,345.585917,610.924656,93.422366,0
03/11/2022 12:19:19 PM,20.579216,61.176195,618.387832,92.982702,111.358287,333.48734,606.808606,92.672799,0
03/11/2022 12:19:20 PM,21.622943,61.320333,608.180937,91.07954,115.647738,342.183656,610.854483,91.91763,5
03/11/2022 12:19:21 PM,22.01484,60.749566,608.099556,92.891719,111.241287,336.457661,608.401121,91.434501,0
03/11/2022 12:19:22 PM,21.955066,61.245682,612.093794,91.577176,110.66385,336.645077,607.840366,91.405352,0
03/11/2022 12:19:23 PM,22.259892,62.347258,618.407195,92.954174,111.259225,330.701363,620.157266,99.647671,8
03/11/2022 12:19:24 PM,22.325417,62.269462,645.197537,91.367137,111.305963,339.832154,604.847105,92.929287,3
03/11/2022 12:19:25 PM,21.242464,61.864148,605.899154,96.210376,110.830802,350.449718,609.704683,93.436196,4
03/11/2022 12:19:26 PM,22.306493,61.52547,609.674267,92.33977,110.722271,348.262294,614.999633,98.509245,8
03/11/2022 12:19:27 PM,21.291527,61.820552,600.751753,93.395449,110.887763,333.380666,616.813582,93.166443,0
03/11/2022 12:19:28 PM,21.38734,61.461783,617.795663,90.596572,115.739506,350.186019,617.26609,91.661722,5
03/11/2022 12:19:29 PM,21.238438,61.16137,612.923673,93.4502,111.248283,339.32092,610.109387,91.551902,0
03/11/2022 12:19:30 PM,22.075213,61.313847,609.010069,92.639023,111.040144,341.693514,603.062767,90.958854,0
03/11/2022 12:19:31 PM,21.189144,62.438387,614.871975,91.45893,110.625061,338.710772,607.995785,91.259321,0
03/11/2022 12:19:32 PM,20.709627,61.754709,618.140295,92.189096,110.766191,334.903318,614.062433,92.661659,0
03/11/2022 12:19:33 PM,21.489189,67.8144,611.193533,91.137051,110.811812,343.339012,610.280435,93.321705,2
03/11/2022 12:19:34 PM,21.746184,61.12599,611.348717,90.833485,111.290848,334.926911,642.905077,90.929773,7
03/11/2022 12:19:35 PM,20.605067,62.255414,610.809862,92.025657,111.40332,339.786504,614.834222,90.588069,0
03/11/2022 12:19:36 PM,21.314633,62.035251,602.254531,91.381242,111.090212,340.898268,620.370058,93.374424,0
03/11/2022 12:19:37 PM,20.93385,60.62889,606.038414,91.015961,111.06384,338.313404,613.584707,91.659384,0
03/11/2022 12:19:38 PM,20.721806,61.19545,614.25341,92.269095,110.618895,335.058284,614.791817,91.285158,0
03/11/2022 12:19:39 PM,22.479277,61.048935,615.703177,92.640813,111.388935,346.903593,615.172746,91.054252,0
03/11/2022 12:19:40 PM,22.132482,60.836586,601.960227,92.980593,111.48225,338.39519,605.472405,92.838419,0
03/11/2022 12:19:41 PM,22.091363,61.160235,618.181362,90.985778,110.951211,348.448329,612.096918,92.984045,0
03/11/2022 12:19:42 PM,21.135273,60.887454,605.665004,97.650494,111.214973,343.585499,610.685203,91.949136,4
03/11/2022 12:19:43 PM,22.444426,62.344449,607.907468,91.470688,111.435676,338.331812,605.510266,91.339233,0
03/11/2022 12:19:44 PM,21.132452,62.32309,606.495989,92.771492,111.272678,346.799875,609.273984,91.023498,0
03/11/2022 12:19:46 PM,21.495338,62.259723,600.630436,91.203111,111.157742,336.357221,613.773733,92.903392,0
03/11/2022 12:19:47 PM,25.396502,61.480367,614.581581,92.960371,111.491777,332.496215,607.088226,91.390945,1
03/11/2022 12:19:48 PM,21.631825,60.61124,600.848406,92.688821,110.905022,337.334316,674.406728,91.804948,7
03/11/2022 12:19:49 PM,22.281125,61.747669,608.375193,92.912373,111.457693,334.087913,609.49224,100.687917,8
03/11/2022 12:19:50 PM,20.639866,61.944832,604.637583,98.221377,110.94329,350.148261,613.893267,91.251285,4
03/11/2022 12:19:51 PM,20.723026,62.26331,611.430723,92.098668,111.47302,370.58168,617.431656,93.465211,6
03/11/2022 12:19:52 PM,21.113421,61.572717,619.450646,92.096238,111.064569,331.674898,608.3021,91.559887,0
03/11/2022 12:19:53 PM,21.062938,64.595685,600.563578,91.274665,111.372335,344.352106,610.383908,91.988959,2
03/11/2022 12:19:54 PM,20.574946,61.645546,601.293257,93.536099,110.766078,330.574481,601.484561,92.00412,0
03/11/2022 12:19:55 PM,22.30111,65.404825,608.322309,91.967313,111.398123,330.55765,603.892868,92.370282,2
03/11/2022 12:19:56 PM,20.815892,61.017906,614.442934,96.066958,110.737696,331.583344,616.400257,91.739533,4
03/11/2022 12:19:57 PM,22.361254,60.595373,608.598813,91.03,110.626577,368.166663,609.894858,90.756612,6
03/11/2022 12:19:58 PM,21.093956,62.298671,620.430908,91.863117,110.79641,343.733497,609.039737,90.814799,0
03/11/2022 12:19:59 PM,20.865987,62.224738,605.970306,97.698293,110.773164,348.803969,618.116839,93.044976,4
03/11/2022 12:20:00 PM,21.277812,61.669757,605.574766,91.535869,110.589503,337.092247,616.673397,96.926831,8
03/11/2022 12:20:01 PM,26.394641,60.768907,614.672394,92.436043,110.931126,332.076561,601.736551,90.694495,1
03/11/2022 12:20:02 PM,21.404165,61.324366,605.215314,93.214931,110.900246,334.394796,608.981726,91.209038,0
03/11/2022 12:20:03 PM,20.985069,61.904283,655.780707,92.824986,111.359937,330.578248,619.965932,91.556925,3
03/11/2022 12:20:04 PM,21.383839,60.650927,615.786022,92.216897,111.147979,345.122456,616.336326,93.464526,0
03/11/2022 12:20:05 PM,22.272944,61.079859,615.294532,93.260716,110.571732,346.897696,617.327107,92.855544,0
03/11/2022 12:20:06 PM,21.890849,61.442682,606.036562,92.992593,114.352724,340.867292,600.844738,93.186041,5
03/11/2022 12:20:07 PM,21.881587,60.583001,615.651676,91.928942,110.638209,332.413648,600.78087,92.167806,0
03/11/2022 12:20:08 PM,21.395847,62.487676,612.902192,90.780475,111.476557,340.491799,613.451572,92.291121,0
03/11/2022 12:20:09 PM,21.665198,61.853089,619.795395,93.029833,111.397111,333.891205,600.558848,93.005634,0
03/11/2022 12:20:10 PM,20.812429,61.454464,609.232482,92.315122,110.871011,337.390686,619.780327,92.313142,0
03/11/2022 12:20:11 PM,21.951987,61.997824,603.372001,92.573149,110.678017,343.463669,617.171995,93.015243,0
03/11/2022 12:20:12 PM,24.565642,61.886632,610.859417,92.7652,110.938922,343.527301,614.098483,92.705685,1
03/11/2022 12:20:13 PM,20.823206,61.347103,602.838061,92.641714,110.846168,346.696557,666.035374,91.093173,7
03/11/2022 12:20:14 PM,22.196664,61.546536,616.368107,90.828465,111.215705,336.424858,616.811567,92.529265,0
03/11/2022 12:20:15 PM,22.038246,61.260659,617.354207,93.415393,111.503078,337.608917,618.944042,101.785279,8
03/11/2022 12:20:16 PM,22.236375,61.754531,617.904466,91.486859,111.059283,332.255827,617.694542,93.054991,0
03/11/2022 12:20:17 PM,20.692376,61.259053,611.403527,91.875972,111.486139,340.62707,601.689658,91.109337,0
03/11/2022 12:20:18 PM,22.485131,60.643797,613.687309,93.102511,115.307987,339.171913,614.121252,92.426536,5
03/11/2022 12:20:19 PM,21.912747,60.954142,611.496165,91.060509,111.299155,330.794027,602.735386,91.435637,0
03/11/2022 12:20:20 PM,28.814976,60.884439,612.376006,92.871446,111.253076,330.890605,606.157218,92.594103,1
03/11/2022 12:20:21 PM,21.594587,67.917952,607.068411,92.078968,110.933373,335.498971,618.699983,90.637988,2
03/11/2022 12:20:22 PM,20.642891,61.01502,618.49946,93.446649,110.991054,332.863689,602.792956,91.307766,0
03/11/2022 12:20:23 PM,21.489513,61.431393,609.44249,91.222712,111.516909,338.027311,612.880528,91.649801,0
03/11/2022 12:20:24 PM,20.609679,60.894096,617.489798,92.449769,110.980182,331.717235,609.96545,92.051974,0
03/11/2022 12:20:25 PM,21.291983,62.524192,617.48531,91.394949,111.53148,371.786361,604.433367,90.982117,6
03/11/2022 12:20:26 PM,20.973176,61.733181,606.501959,91.065905,111.351538,333.920495,602.471358,99.128391,8
03/11/2022 12:20:27 PM,20.966467,61.459439,605.716496,97.058815,110.957554,340.009987,603.475138,92.542765,4
03/11/2022 12:20:28 PM,22.433078,60.820378,600.93515,92.524584,111.380857,338.299179,605.463177,91.801532,0
03/11/2022 12:20:29 PM,22.292224,62.166975,618.730016,92.107205,110.811945,332.569831,601.79507,92.96495,0
03/11/2022 12:20:30 PM,21.596218,61.760224,607.746795,91.983161,110.885723,340.267242,617.349265,90.712456,0
03/11/2022 12:20:31 PM,21.898049,61.361964,605.347661,92.009323,110.74467,349.581545,612.958308,91.822427,0
03/11/2022 12:20:32 PM,22.031235,62.363683,615.744137,91.625987,111.513697,345.859514,619.418493,93.05587,0
03/11/2022 12:20:33 PM,22.387517,62.285468,618.528442,91.491844,111.312446,336.433075,607.187423,92.003492,0
03/11/2022 12:20:34 PM,21.796689,61.716876,631.268061,93.301448,111.211628,349.418076,617.540675,92.693042,3
03/11/2022 12:20:35 PM,21.771602,62.249951,609.992904,90.748282,111.121671,333.743072,660.618909,93.050196,7
03/11/2022 12:20:36 PM,20.641275,61.069173,616.513388,93.523045,111.290588,332.831278,615.981595,91.330558,0
03/11/2022 12:20:37 PM,20.693606,62.429809,608.187711,93.532413,110.584446,338.764126,607.056817,93.101127,0
03/11/2022 12:20:38 PM,21.275229,61.952083,615.530932,92.615493,110.952275,348.130786,611.679277,92.479391,0
03/11/2022 12:20:39 PM,22.249407,62.099046,616.228332,92.967929,110.660952,334.349841,619.970025,91.757809,0
03/11/2022 12:20:40 PM,22.033396,60.951948,619.316891,91.595899,111.314392,333.30531,616.218674,91.602634,0
03/11/2022 12:20:41 PM,20.846254,60.784996,608.253488,93.426514,111.533021,341.796446,606.676724,91.78293,0
03/11/2022 12:20:42 PM,28.926002,60.928761,607.515516,92.962023,111.529031,347.61074,613.729685,91.490419,1
03/11/2022 12:20:43 PM,21.418746,61.432848,612.603758,90.754608,115.002184,350.356045,600.59485,91.457918,5
03/11/2022 12:20:44 PM,21.66254,61.110613,608.574363,91.245803,111.452834,344.961763,600.585786,91.538379,0
03/11/2022 12:20:45 PM,21.835134,62.170109,645.491785,93.396376,110.717548,335.915099,616.106171,91.986313,3
03/11/2022 12:20:46 PM,21.841975,61.64825,607.4721,91.18218,111.20685,332.004852,602.515959,91.674221,0
03/11/2022 12:20:47 PM,21.308699,61.053813,611.761035,91.902584,111.146577,339.623554,601.281403,92.630157,0
03/11/2022 12:20:48 PM,20.633055,61.273923,618.06076,91.222595,111.059414,373.692321,620.3255,91.156447,6
03/11/2022 12:20:49 PM,21.749838,60.693602,601.21872,91.810908,110.926505,348.11964,617.82669,93.183365,0
03/11/2022 12:20:50 PM,20.626832,60.622276,615.799385,93.076235,110.823459,342.96241,603.488462,100.312888,8
03/11/2022 12:20:51 PM,20.672393,60.906381,609.148285,92.423495,110.852991,332.586259,610.647109,92.014907,0
03/11/2022 12:20:52 PM,22.188552,60.714328,614.498211,91.974356,111.337196,336.236238,605.538565,101.441461,8
03/11/2022 12:20:53 PM,20.741868,60.786716,610.938115,96.262172,111.161011,346.986929,613.512673,90.755892,4
03/11/2022 12:20:54 PM,20.862347,61.160019,618.079702,91.288038,111.388418,333.107355,612.614053,91.450477,0
03/11/2022 12:20:55 PM,21.768358,61.321677,611.946074,92.72705,111.054158,334.658835,610.810224,91.786086,0
03/11/2022 12:20:56 PM,20.786528,61.942686,601.160333,92.017624,110.564433,349.567419,606.899691,93.011724,0
03/11/2022 12:20:57 PM,20.872554,62.428393,616.196165,91.935188,110.569772,336.51182,658.623652,91.626269,7
03/11/2022 12:20:58 PM,20.793737,61.623672,604.617644,91.970859,110.805108,349.297458,608.166658,93.541081,0
03/11/2022 12:20:59 PM,22.118306,65.295669,604.002237,90.564934,111.154009,349.885844,616.608245,91.227698,2
03/11/2022 12:21:00 PM,21.474223,65.323285,619.109349,93.405175,111.252398,335.079888,615.293375,91.658281,2
03/11/2022 12:21:01 PM,20.699436,63.762627,612.495941,91.117519,111.449385,336.41289,608.850274,91.558799,2
03/11/2022 12:21:02 PM,22.011752,60.828661,644.483087,91.183512,111.222152,348.274711,615.537846,91.295951,3
03/11/2022 12:21:03 PM,21.951277,60.674769,607.021401,93.500758,111.221494,367.459968,619.863142,92.047519,6
03/11/2022 12:21:04 PM,22.247296,60.925887,602.126284,93.103355,110.664763,373.244815,604.956235,93.363014,6
03/11/2022 12:21:05 PM,22.140567,62.463701,601.781948,90.959542,111.398577,350.326002,607.591901,93.078066,0
03/11/2022 12:21:06 PM,21.070084,62.189632,601.201527,92.132923,110.974064,344.460939,617.711819,90.69646,0
03/11/2022 12:21:07 PM,20.942863,61.169919,604.555867,92.049623,111.017358,349.995432,618.309457,91.714793,0
03/11/2022 12:21:08 PM,28.682614,61.185463,608.336098,92.309244,111.174534,345.990219,615.838092,91.818877,1
03/11/2022 12:21:09 PM,21.745116,60.729521,643.617481,90.628692,111.407273,334.058235,605.115497,92.921743,3
03/11/2022 12:21:10 PM,20.942412,62.301425,617.040853,95.125935,111.023827,331.392278,606.743824,91.109221,4
03/11/2022 12:21:11 PM,21.868736,62.308733,668.196646,92.72394,110.582833,331.711895,603.18088,93.52642,3
03/11/2022 12:21:12 PM,22.082236,61.921106,620.245166,90.705129,110.812998,347.146442,616.552673,93.138954,0
03/11/2022 12:21:13 PM,20.729987,60.819146,619.205036,90.599214,110.952285,343.008192,612.50989,91.338324,0
03/11/2022 12:21:14 PM,20.899505,61.408713,619.437281,91.007235,111.393437,333.550625,618.630383,91.831734,0
03/11/2022 12:21:15 PM,21.695637,61.238457,619.242778,91.65342,111.524912,342.599448,614.33909,91.886008,0
03/11/2022 12:21:16 PM,22.340361,61.217474,603.002837,92.986329,111.103057,348.31303,606.484811,92.271022,0
03/11/2022 12:21:17 PM,22.48907,61.484229,606.915283,90.883557,111.117485,347.096179,617.942312,90.887534,0
03/11/2022 12:21:18 PM,22.299558,61.047448,616.1987,93.33251,110.662985,331.099954,616.168621,91.262971,0
03/11/2022 12:21:19 PM,21.103548,65.904844,602.026553,91.08342,110.611531,339.829403,609.168827,90.754272,2
03/11/2022 12:21:20 PM,22.163946,61.747842,613.462905,93.50824,111.323082,337.819675,606.005205,91.302764,0
03/11/2022 12:21:21 PM,21.277621,60.934818,610.769299,92.549423,111.047929,332.647986,605.813964,90.874089,0
03/11/2022 12:21:22 PM,22.343888,61.885717,601.95066,90.650548,110.946867,331.610254,673.082406,91.338591,7
03/11/2022 12:21:23 PM,20.60504,61.580359,612.864022,91.840221,111.381241,339.295849,619.176162,92.281797,0
03/11/2022 12:21:24 PM,21.784194,60.76782,663.546224,90.643708,111.46004,335.771088,616.687555,91.549737,3
03/11/2022 12:21:25 PM,21.927572,61.955799,615.045476,93.245445,111.001341,339.17778,601.035115,92.717503,0
03/11/2022 12:21:26 PM,21.933293,62.082229,608.889475,98.040243,111.283964,344.504988,618.166119,90.67631,4
03/11/2022 12:21:28 PM,20.650577,62.244911,614.409755,90.865442,110.850116,349.708486,620.053348,93.279634,0
03/11/2022 12:21:29 PM,21.67258,61.685026,610.20516,91.711463,110.860095,345.747667,619.436278,91.159719,0
