,xs1,xs2,xs3,xs4,xs5,xs6,xs7,xs8,label
23,21.284698,60.984269,618.331666,92.438294,110.919187,333.405169,607.925751,93.314345,7
24,21.578551,62.30818,604.523555,93.146301,111.532908,331.150609,609.550182,91.695732,0
25,22.373234,61.381015,604.605188,92.396415,110.761291,336.233092,617.160892,92.185517,6
26,22.488129,62.375434,607.298106,92.00307,110.716742,331.244867,605.489312,92.876594,6
27,21.296684,61.514088,603.836251,91.118057,110.738927,334.712742,605.199417,92.622854,3
28,22.021015,62.032753,618.550672,92.101573,110.71031,342.466569,619.762711,92.123593,8
29,22.114017,60.840683,620.186655,93.346664,110.617761,337.652616,620.088992,93.218325,6
30,20.626007,62.240486,613.99189,91.639756,111.29974,339.939799,614.216299,92.449397,7
31,21.581716,61.378544,606.612762,91.672503,110.596462,335.038516,618.316745,93.23135,0
32,21.169444,60.767755,605.223476,92.175417,110.950581,349.902162,612.915836,92.543649,5
33,21.616528,61.523935,610.952924,93.148644,111.034189,339.247876,613.87027,92.775541,2
34,21.402274,61.834886,605.833474,91.590135,110.823637,332.962127,609.581715,92.375527,0
35,21.314601,62.036679,619.565614,90.782917,111.326647,334.386404,605.90784,92.693182,8
36,21.728303,62.00987,614.443173,90.838011,110.584621,343.066533,608.811642,91.273027,1
37,20.703378,61.443672,600.910102,92.632946,110.691385,347.901514,613.028795,92.114228,6
38,21.439877,61.981787,614.251083,93.012583,110.941318,342.096042,602.54511,92.720237,6
39,21.642732,61.056282,608.485198,93.173039,110.778423,347.354246,612.729318,92.400631,2
40,20.757394,62.227002,616.787636,92.851662,111.402861,342.372182,611.515387,91.506735,4
41,21.736387,61.114211,616.109679,92.112866,111.235279,334.911599,614.504264,92.585295,6
42,22.164886,61.04317,618.647737,91.078262,110.697559,342.620785,619.198882,92.496432,2
43,21.733004,62.244038,616.041412,91.230237,111.394573,338.262322,614.328612,91.032898,3
44,21.716668,62.321235,612.156933,93.024974,110.632683,349.316075,618.845892,93.485188,2
45,21.902058,61.224384,609.636167,92.575291,111.089416,346.720391,608.459714,92.571036,0
46,22.258957,62.22862,614.467788,90.886549,110.646188,347.15949,611.043082,91.316214,6
47,20.805492,61.798376,613.3453,92.78048,110.804793,345.006356,610.220921,90.651847,0
48,21.246509,61.259512,613.155689,92.5943,111.153245,344.430442,611.353968,92.353757,0
49,21.298496,61.489651,609.878805,93.241682,110.92862,342.538316,608.222852,90.559641,7
50,20.70889,61.689093,602.15678,91.345108,110.611371,332.513949,619.796844,92.319161,5
51,20.61553,60.577283,612.970825,93.11545,110.962834,350.518856,612.5116,92.630449,6
52,21.825888,62.283756,607.948676,92.152396,111.429053,334.963049,618.181586,93.030081,0
53,21.855992,62.01833,608.868076,92.778763,110.720329,332.291406,608.077376,92.400731,7
54,20.791565,62.368026,613.853749,92.091738,111.020475,331.50897,600.683598,92.013901,6
55,21.976716,60.830961,614.45153,92.400038,111.028169,345.746188,606.165562,92.12785,2
56,21.45121,62.258381,618.114359,91.498327,111.039536,331.79941,601.159643,93.180651,7
57,22.218582,60.860669,613.828927,90.831836,111.196215,347.296406,609.943114,91.248062,2
58,20.842476,61.440476,603.366549,91.992995,110.964153,335.675811,615.501046,90.619452,7
59,22.061764,61.720375,603.534708,93.247885,110.854408,335.315945,611.407323,92.795662,6
60,21.090004,61.990441,605.01965,93.337965,110.950114,349.049238,603.911653,91.487241,7
61,20.921189,61.892694,605.742189,92.634276,111.298929,348.020833,603.343676,92.875431,6
62,22.20542,61.791573,604.679562,93.165614,110.946902,340.024659,606.242726,93.064254,1
63,21.106079,61.864423,618.28984,91.277534,111.135394,335.777278,606.605695,91.941444,3
64,22.523829,61.661069,602.466424,93.309714,111.305901,338.136039,606.304717,92.104701,5
65,20.605656,61.952113,619.769485,91.938307,111.439402,335.454294,610.549342,91.337361,1
66,21.399654,62.122669,613.636267,93.401625,110.786312,350.187785,605.95539,92.043564,7
67,21.875241,61.528563,607.163899,93.092518,110.933928,340.611863,610.131329,92.780177,7
68,21.933665,61.057995,612.623336,91.89443,110.962087,340.436913,603.839954,91.828652,4
69,20.845339,60.952025,611.255598,93.239728,111.088726,337.403797,609.220684,91.555893,6
70,20.802448,61.305596,615.290008,90.762259,111.351013,339.357318,603.707867,92.989932,8
71,21.697856,61.424559,601.139927,93.348808,111.344553,350.362386,606.285124,91.588917,3
72,22.208162,62.186188,601.49598,91.406571,111.381257,349.593723,612.967426,90.565493,2
73,21.631735,60.917954,610.110006,93.08936,110.650843,331.587765,616.335457,92.221598,1
74,22.005572,61.759229,615.336319,91.834296,111.358523,331.255983,612.998663,92.599115,8
75,21.449607,61.446204,606.46697,93.481585,110.959279,338.138842,605.874781,91.267087,5
76,21.925423,61.873892,604.787187,91.222521,110.843495,350.198086,611.733407,93.4657,3
77,22.29022,62.09484,603.84923,92.556632,110.560931,348.52217,613.099615,90.767614,5
78,21.4254,60.774875,605.150942,92.573927,110.957623,331.761196,602.956416,92.547762,6
79,21.270262,61.71334,605.318949,91.011939,110.900532,336.131413,617.574542,91.453409,0
80,21.952622,61.861296,607.772463,91.039791,111.513709,347.259065,608.528358,91.209901,4
81,20.854997,62.108009,617.310737,90.934721,111.193366,331.028601,620.283509,91.248344,3
82,22.144709,61.94635,600.920289,91.395961,111.089835,346.699215,613.17812,92.036628,4
83,21.47337,61.174349,611.228441,91.166735,110.863496,341.584306,616.96967,90.829523,4
84,22.133694,61.00226,612.830258,91.379938,111.412383,345.564203,601.783807,92.019259,8
85,21.118893,61.522361,607.096822,91.220751,110.693737,339.216387,606.281845,91.913341,5
86,21.138749,62.153467,611.649836,90.832354,110.660866,334.708419,617.795029,90.647655,1
87,20.595138,61.262796,602.834578,92.069338,111.136984,338.705657,608.299461,91.487018,0
88,21.610692,62.276626,619.088198,91.782772,111.525272,340.683154,612.524477,92.842343,1
89,20.813926,61.863541,614.230501,92.146756,111.022157,336.002293,604.58197,92.208686,0
90,21.707644,62.200917,611.40684,91.722699,111.084444,335.886233,612.846384,93.103389,3
91,20.853901,61.302665,607.532718,93.524305,111.324707,347.397835,610.788993,92.013875,0
92,22.398889,61.296733,604.967662,91.817095,111.03213,339.630175,617.943064,92.21837,2
93,21.069989,61.768082,615.202124,91.152562,111.54333,343.873993,619.989367,91.895875,1
94,21.549281,60.965692,605.296427,92.25822,111.290041,335.499115,613.593267,92.49804,5
95,22.360344,60.852032,606.906001,92.176263,111.02569,339.000481,610.809735,91.830883,0
96,20.684966,62.409387,605.147054,91.154834,111.549091,343.469838,602.444181,92.271944,4
97,21.259741,61.338886,607.202731,91.973772,111.045904,347.674915,608.645096,91.477625,5
98,21.171252,61.566947,611.33303,91.684703,110.767142,331.477539,613.551209,92.177963,4
99,22.28007,62.182847,610.132923,92.396891,110.757743,347.063306,607.700556,91.998997,0
100,22.148734,61.815079,601.176289,93.115018,110.685022,331.522605,606.961022,92.72428,1
101,21.752535,62.355153,603.756698,92.87176,111.15635,338.862184,609.395551,92.250076,1
102,21.094157,62.51854,616.87716,92.581786,111.380848,338.567504,607.394725,92.586757,1
103,21.849295,61.951757,609.259301,91.563402,111.530864,331.071052,610.609329,93.452583,2
104,22.259558,62.387564,606.696726,90.729238,111.049468,339.948092,605.638982,91.229319,1
105,21.840437,60.688849,605.966742,91.583533,111.386808,334.63792,617.149708,92.046741,8
106,21.39182,62.413749,612.391287,91.626961,111.091705,340.694683,611.585142,91.598879,0
107,22.045808,61.819058,604.343753,90.95983,110.792046,339.987609,608.240728,92.259649,4
108,21.705111,61.323369,606.775102,91.334775,110.748326,338.319729,609.862757,92.693905,0
109,22.453393,61.229157,607.606328,93.009202,110.878322,345.451459,603.685203,91.517781,4
110,21.576043,62.456687,607.724475,93.042941,110.979128,344.513388,616.99648,93.478145,8
111,22.32004,61.626968,613.358294,92.077061,111.497612,340.812487,604.247177,93.471371,8
112,22.150868,62.064803,618.702478,92.404855,110.775299,335.767822,613.190615,90.632889,2
113,21.518056,62.396583,608.041176,91.907233,110.800872,333.01411,614.22525,91.009017,8
114,21.000837,60.713663,608.870487,90.593197,111.216618,335.318607,619.820731,91.811643,0
115,22.315818,61.288193,620.100659,92.086512,111.43776,332.27899,612.298912,93.544126,7
116,21.97312,62.266103,613.882074,91.069595,111.187464,348.246661,607.396664,93.066268,1
117,22.512885,60.980386,618.018838,93.018741,110.586308,336.412949,610.661083,91.81695,5
118,20.952847,61.914562,615.684166,92.968494,111.247685,342.36936,602.602037,93.132499,8
119,21.158901,61.819701,613.671101,91.598267,111.122693,344.499387,615.588754,93.09054,3
120,20.736045,61.666591,610.76591,91.551,111.017261,342.572824,601.750575,92.825221,5
121,20.587629,61.934392,608.384596,92.566058,110.798065,344.824065,608.719284,93.546809,3
122,21.617796,61.843736,608.81325,92.696694,110.893262,339.009132,612.591715,91.915059,3
123,21.246984,62.287716,605.420865,93.373236,111.237141,333.320219,609.735723,92.225867,0
124,20.706312,60.882461,613.380497,91.883724,110.967657,339.235097,610.431426,91.792478,6
125,22.030299,62.0813,605.814171,93.021946,111.457595,342.268453,607.664099,93.397083,8
126,21.889809,61.76845,601.202571,92.276036,110.745868,350.197721,609.153894,90.579738,5
127,21.784883,61.560289,602.33656,92.709685,110.8233,339.442297,604.158963,91.997979,7
128,21.095856,60.782542,614.783335,90.626065,111.252754,333.643963,609.975387,92.305477,3
129,21.343326,60.918099,600.783068,91.660137,111.422974,347.210374,613.814383,92.533067,3
130,22.401121,60.888686,609.231651,91.025072,110.764359,346.424351,619.477633,93.19693,3
131,21.073128,61.317661,614.361819,90.95496,111.04869,338.428282,602.273787,91.510173,5
132,21.118533,62.214126,617.008866,93.432871,111.232376,331.249433,616.887314,91.264423,8
133,22.44521,62.396576,608.636615,91.998037,110.919146,345.480566,605.578227,92.688017,4
134,20.926399,61.822529,608.811015,90.728907,110.642282,341.356721,612.988037,91.355734,2
135,21.431092,60.985151,604.980314,91.041826,111.196545,340.172663,606.755765,90.722692,5
136,22.399683,61.47391,605.152844,93.258483,111.157066,345.972015,615.025101,91.553368,2
137,21.520152,62.027693,604.545238,91.423241,110.596168,332.200813,609.100026,92.020396,0
138,22.323328,62.465418,617.262638,92.119172,110.759103,341.912655,616.93644,91.525376,6
139,21.310195,61.519869,615.068391,90.782058,111.396414,346.039459,605.628966,90.60702,4
140,22.246311,61.265493,617.885731,92.300852,110.901894,340.532881,613.420582,93.067683,1
141,21.2028,61.660162,612.156399,92.96883,110.884287,343.695919,612.855872,91.364445,2
142,21.727857,61.606553,619.843785,91.661457,110.942922,342.806504,609.080405,92.019442,5
143,20.986066,62.284627,606.295148,92.382314,111.236176,345.962142,604.442976,93.448179,6
144,21.790128,62.381413,612.801662,92.446615,111.054849,340.723901,608.237097,90.850895,8
145,22.01176,61.128938,613.26358,91.433054,110.615135,344.403984,605.897569,91.106628,4
146,21.06165,61.404679,605.365534,91.062114,111.467848,334.797148,602.721823,90.69415,2
147,20.878655,62.427418,615.886682,93.202857,111.368938,340.820869,608.927581,92.203449,4
148,21.483085,61.013165,610.856164,90.72127,110.855848,347.218516,609.949571,93.336222,1
149,22.524316,61.497373,619.725524,92.642036,111.452938,345.069226,610.855604,90.749044,7
150,20.885809,60.569613,608.354552,91.710444,111.214433,335.607981,605.622184,93.542978,8
151,20.868302,61.023915,619.158849,92.900102,111.224761,344.728705,606.166588,93.216366,2
152,21.397984,62.347263,610.029966,93.323141,111.352265,332.276935,608.187928,92.170347,0
153,22.54442,61.727836,616.636855,91.135466,110.785034,340.434463,603.613425,92.520073,1
154,20.603563,61.019754,604.465332,92.65538,110.589688,330.739894,616.957632,93.243569,6
155,21.619666,61.418974,606.443861,93.187126,111.291139,340.131921,614.01388,92.876252,1
156,21.255413,62.23746,615.119016,93.444857,111.193685,333.812903,601.103525,92.830404,6
157,21.056584,61.839216,613.101178,92.089291,110.862956,331.386405,612.742237,92.268284,8
158,21.701487,62.27645,613.120002,93.164971,111.13245,342.018033,618.641388,91.39547,5
159,22.469226,61.825722,606.072192,90.794209,111.104353,339.771673,603.084076,92.106389,7
160,20.980844,60.866333,609.995307,91.616927,111.358575,338.73063,618.658335,91.367304,5
161,21.816548,62.428406,612.688846,92.218024,110.775035,336.829352,614.882655,91.880606,6
162,21.982517,61.220367,617.646256,92.611857,110.913137,344.615619,620.223046,92.32839,5
163,21.297116,61.947025,619.019228,91.749842,110.677989,331.485419,616.971316,93.480107,2
164,21.711597,61.012352,607.999031,91.537681,110.896705,340.122377,610.622029,93.388457,0
165,21.585742,60.975335,609.042116,91.015428,110.890989,332.618157,609.672579,91.985719,8
166,20.848326,61.009665,616.830385,93.135345,110.807344,344.544929,613.164782,91.979787,5
167,21.813608,61.900921,611.813625,91.65456,111.375244,344.722027,603.27535,91.283804,2
168,22.027887,61.583753,603.002105,91.824993,111.270952,336.668687,615.110699,91.071447,3
169,21.968082,62.46484,606.738339,92.484254,111.283116,350.083298,611.755282,91.31589,3
170,20.786262,60.742442,616.888594,91.386425,111.543928,337.433986,612.775095,92.769652,1
171,20.7744,60.634959,606.013236,90.577515,111.030863,349.39845,606.989935,90.854149,6
172,20.601466,61.036999,607.007981,90.690386,111.420808,343.76644,604.713333,93.381372,8
173,21.112879,61.176083,618.402741,91.835619,111.169529,341.540311,607.216928,91.777659,3
174,20.971608,62.194404,619.404525,93.167995,111.274343,343.236132,604.88998,90.931244,6
175,22.274616,60.740363,617.969789,93.446069,110.989497,330.70052,601.373441,93.352667,2
176,21.932268,61.884688,605.021867,92.502273,110.868467,348.39828,603.397035,90.947683,0
177,21.583201,61.12454,604.353601,92.414326,111.541322,335.126739,619.332745,93.173646,0
178,22.250124,62.150401,611.406827,90.611605,110.783565,341.078838,610.349859,91.146746,0
179,21.897745,61.317434,613.596665,92.212244,111.124391,345.209568,616.784484,90.674455,5
180,21.403005,61.601159,614.135752,93.331102,110.588151,344.014594,612.06848,90.929928,4
181,22.31742,61.766307,615.983514,91.61058,110.694097,330.693732,614.429356,91.880057,1
182,22.025235,61.588313,613.683503,91.456411,111.313483,348.833818,616.47844,90.951114,4
183,20.886846,62.217659,617.820828,90.854381,110.722578,345.287035,613.012041,91.167488,1
184,22.378963,60.832924,615.603485,90.670284,111.390261,338.368133,614.85344,92.449471,3
185,21.932431,60.960268,600.719224,92.440288,111.256203,346.249436,613.395974,92.874719,4
186,21.807647,60.660812,609.953566,92.437651,111.186297,330.766464,605.924073,90.739609,8
187,20.956671,62.520013,615.603888,91.967158,110.805556,337.3252,608.849127,93.064357,4
188,21.567235,60.96158,614.191564,93.058839,110.814365,334.444879,610.641389,91.865583,1
189,21.611219,61.779731,607.572772,91.313176,111.017231,334.119585,617.641984,90.94703,0
190,22.484524,61.535082,609.845419,92.665308,111.319525,335.766127,618.545937,92.457924,1
191,22.220396,60.863168,604.075696,91.908346,110.722958,332.985721,615.742069,90.852562,8
192,21.413563,60.720428,614.903923,92.805427,111.444425,349.365365,602.280476,92.816705,7
193,21.673879,61.512923,601.945763,91.483039,110.77046,345.35267,612.41624,92.583141,4
194,22.186597,61.18779,602.918789,91.838739,111.503498,337.355326,615.921107,90.892768,4
195,22.401885,61.00961,606.080517,93.158721,111.368161,339.086433,610.16436,90.819537,4
196,21.348867,62.40748,604.863918,93.082825,110.91881,335.911006,604.143057,93.032954,8
197,20.612867,61.252515,616.757897,91.468678,111.129226,330.972391,600.761073,91.320373,2
198,21.713953,61.497143,618.070054,92.359477,110.610962,336.125879,614.837303,91.145801,1
199,21.678623,62.058157,609.555503,90.903661,111.140496,346.205587,617.006151,91.564885,7
200,21.805029,60.998839,603.02809,91.019907,111.071703,340.673561,609.733116,92.867765,3
201,21.860106,60.626288,606.717605,92.69304,111.538007,347.69622,603.974285,91.775714,0
202,21.126068,61.777387,604.134785,92.119912,111.449204,347.315768,605.401153,91.199258,8
203,21.427254,61.136331,605.822524,92.850996,110.574638,348.616614,605.670006,92.840567,0
204,21.606634,60.727734,617.305041,91.914873,111.134643,341.904146,616.050244,92.185856,0
205,20.807642,61.646558,617.486852,91.34828,111.210976,346.606632,611.810507,92.308881,6
206,22.319528,61.311635,602.826683,91.016108,110.992924,339.243391,605.865872,90.640507,4
207,21.167834,60.636221,607.952208,92.867902,111.029826,337.663563,604.394674,91.150018,7
208,21.258723,61.086961,619.787212,93.547464,110.882179,337.132918,609.436279,92.011172,2
209,21.958425,61.089546,609.320797,92.432928,111.518287,347.199082,608.690483,91.653364,0
210,21.604182,61.279683,602.660241,91.090296,111.031518,337.480505,609.309486,92.152255,0
211,21.774493,60.764408,607.151159,92.311528,111.022759,341.458471,603.039028,91.383947,3
212,22.15305,60.704636,605.764727,92.219198,110.960094,336.664275,614.608145,90.914865,6
213,22.030498,62.296011,618.49773,91.755649,111.287877,350.427717,610.116184,93.377086,3
214,20.95271,61.569643,613.780542,92.253518,111.474575,347.723605,611.513885,91.024291,6
215,21.470781,62.153843,609.712564,91.995997,110.663812,332.860881,602.121565,93.532509,7
216,22.414928,61.815529,603.8826,91.880387,111.423406,335.157039,615.767563,91.112646,6
217,21.786936,60.888694,610.07369,92.723936,110.581115,342.493493,600.715325,93.115717,8
218,20.795044,61.147572,605.916471,91.411485,110.914872,332.805609,611.713913,91.389242,5
219,22.247931,61.21223,612.856156,92.432642,110.569392,339.08024,616.681545,92.451695,5
220,21.51395,61.434982,619.987697,92.014199,111.007087,349.82825,601.184227,90.652888,4
221,20.580982,60.810873,602.268215,91.740309,110.847347,332.735217,608.732349,90.763289,5
222,22.309968,61.070752,613.315749,91.628335,111.070551,350.200673,612.831708,92.648966,6
223,22.282364,60.829261,614.531401,90.615168,110.937973,335.679497,603.358966,92.856603,0
224,20.837744,64.996795,610.349878,92.103998,110.590254,331.718361,608.934308,90.869078,8
225,21.796022,61.094381,610.455094,92.238267,111.041336,345.835912,608.550361,92.550913,0
226,22.529664,62.224174,608.697075,92.101604,111.33989,336.199574,608.929618,91.037202,4
227,21.7416,62.050846,606.000483,92.225337,110.664093,334.910461,606.164868,91.461259,3
228,21.878825,62.054841,609.228432,92.336357,111.217013,346.293608,601.228014,92.428262,8
229,22.025311,61.434337,605.05683,92.042176,111.074962,332.760634,608.910289,93.535931,4
230,21.021322,62.392654,601.487831,93.16664,110.602804,338.401034,601.372804,90.805417,6
231,21.521978,61.932866,611.322547,93.197845,111.062273,343.899517,612.595755,92.076685,0
232,21.912763,60.612456,605.635078,91.586687,110.76988,331.247003,600.896127,92.737076,3
233,22.497101,61.716869,612.172818,91.710486,110.923663,345.338277,601.636623,91.258026,5
234,22.229054,62.462922,609.543957,92.061559,111.424818,335.628392,603.628188,91.530653,5
235,20.774325,61.097886,615.274074,93.268466,110.818482,333.295372,616.867591,91.123508,5
236,20.981932,61.804278,605.271863,92.224301,110.959585,330.630005,606.31282,91.144563,3
237,22.455326,62.257997,613.735161,90.88411,111.311687,340.254056,608.337219,93.276358,5
238,21.940433,61.346432,611.087835,91.432721,111.529675,335.886714,601.37667,92.994451,7
239,21.294497,62.26112,607.830243,92.583011,111.492138,341.896287,616.004747,92.496811,0
240,21.879833,62.392003,607.840401,92.548994,111.142554,345.750645,604.390077,91.832712,8
241,22.373078,60.861827,618.211137,90.89413,111.401568,332.518519,616.400422,92.20549,8
242,22.469473,61.947005,608.152688,93.192088,110.614087,341.038743,616.525523,92.198273,1
243,21.759448,60.793402,611.958825,91.264906,110.703998,348.003938,613.380639,92.654145,3
244,21.466795,61.146092,608.437624,92.9604,111.201438,345.562636,609.57665,92.581027,7
245,21.62233,62.370953,608.380591,90.934969,111.206995,342.267361,601.772256,93.286635,8
246,22.076541,62.361391,606.058936,91.757854,110.886811,341.229006,614.592008,91.090734,8
247,21.356656,61.751314,616.58555,93.297872,111.344875,346.394617,614.360822,91.304689,8
248,20.587245,62.180237,615.431329,90.6651,110.902118,336.517221,603.662367,93.364433,4
249,22.149446,60.676038,619.930436,92.914852,111.015174,344.33944,617.427237,93.26976,7
250,20.897027,62.444182,602.121004,91.093076,111.387648,331.912471,620.373213,92.20327,7
251,22.133209,61.479003,602.567374,92.83398,110.566037,334.054004,617.376992,92.784346,2
252,22.131903,62.005,613.153534,92.630848,111.133689,347.645246,609.579578,91.129523,2
253,20.956254,61.528643,618.904212,90.725078,110.59971,334.643479,603.98816,91.596388,3
254,21.844095,62.314111,616.961808,91.184738,111.238502,333.042707,614.348961,93.383591,8
255,21.961235,61.751171,603.865671,91.618656,111.078953,343.041701,615.941989,92.021402,4
256,21.797842,60.89615,616.61592,92.247797,110.982819,332.306516,606.097621,91.085653,2
257,21.157153,62.314456,608.5951,92.774443,110.822855,340.398624,615.779159,93.37009,6
258,20.56396,61.852237,610.646993,91.793547,110.705195,334.038348,614.309252,91.590877,0
259,22.313492,61.339165,617.696083,92.994669,110.633238,339.91867,614.708752,91.262796,4
260,20.796271,60.723044,603.680405,92.838405,111.061294,346.464128,607.328383,92.70965,2
261,21.300576,61.726801,610.530907,91.428282,111.273431,347.898414,607.296884,91.065583,0
262,21.465871,62.160354,604.696516,91.736516,110.622944,344.17857,610.374681,92.108075,6
263,20.82266,61.871236,608.459323,90.559299,110.861313,347.88835,603.609051,91.178382,8
264,21.380299,62.336948,613.363366,90.936129,111.18139,340.693679,612.184264,90.799901,0
265,22.007907,60.71211,608.689876,91.731998,111.243504,334.631476,603.24934,92.224454,6
266,22.020693,62.49019,613.708601,93.50476,110.787952,344.964148,609.39132,91.75541,3
267,21.082409,60.758349,608.25054,91.326642,111.269384,346.56073,606.503318,93.425385,5
268,21.328054,61.929287,604.709731,93.458125,110.635473,341.857488,604.350439,90.899934,6
269,20.776426,62.011452,603.826933,93.129389,111.169964,335.225298,609.619572,93.332872,1
270,21.98012,62.222954,606.314766,92.062436,110.896125,330.965843,612.075685,90.553408,8
271,20.72017,60.88425,615.808902,91.485892,111.202793,336.239385,613.061969,91.342876,0
272,21.073042,60.807467,614.048258,93.504605,111.212754,343.151658,610.295457,93.072041,3
273,20.684569,60.765513,608.646792,92.914773,111.424856,338.500886,613.33028,93.144607,8
274,21.083809,61.692196,603.087998,91.813616,110.913551,335.728104,611.287144,92.880447,7
275,21.280008,61.003539,611.017592,92.413671,110.56191,338.065738,611.136571,92.952448,1
276,20.958,61.361369,616.496005,91.090099,110.665681,349.796821,610.078308,91.121168,8
277,22.429628,61.7233,617.313597,91.545649,111.100726,340.912229,618.039931,91.588629,8
278,21.120426,60.871846,614.854494,91.590332,110.894747,337.358475,613.194152,93.036987,7
279,20.715674,62.351686,614.761661,92.672013,111.095054,347.161704,616.506327,90.858513,1
280,22.455765,61.173246,609.942812,93.460471,111.003953,330.827164,615.710147,91.569952,7
281,21.263159,61.231804,609.582984,92.869654,110.767107,349.39481,609.40899,91.873561,0
282,20.952612,60.644277,609.66224,91.871952,111.307955,337.996771,609.557505,91.286636,0
283,21.859589,61.158147,614.161643,91.909961,111.435608,344.142654,603.771653,93.017262,3
284,21.923036,61.096607,602.403814,91.318859,110.968972,336.366158,606.188595,91.146837,5
285,22.507427,61.786335,606.384699,93.449072,111.406262,341.940999,606.823989,92.22263,1
286,22.044077,61.112257,619.475147,90.701231,110.704388,338.385752,618.47916,90.933828,6
287,21.132782,62.02066,610.444514,91.714576,111.219566,346.0965,607.530498,92.929331,0
288,20.997161,62.35369,603.219161,92.735604,110.830912,345.611987,611.964458,92.475902,2
289,21.808333,62.131532,612.045565,92.616368,110.675892,333.78977,602.581248,92.455366,3
290,21.489351,62.366422,603.717823,91.394626,111.241905,338.396719,606.244901,90.896844,7
291,21.370128,62.219513,608.313188,92.012119,111.346941,333.752284,602.191761,90.591529,6
292,21.411718,61.586707,618.11684,92.785832,110.763623,340.921429,602.598139,90.850631,3
293,21.634899,61.796705,600.587065,91.862023,111.462712,347.376558,616.157287,90.852431,1
294,21.302743,61.462813,612.638338,92.734152,111.490803,332.181848,600.672576,91.695427,4
295,21.534053,61.568185,610.708714,93.272046,111.110806,350.00993,601.699885,91.373133,4
296,21.469112,61.808834,600.932467,90.676968,110.634701,340.65047,615.841058,90.955545,5
297,22.289571,61.716792,608.612944,91.222378,110.840375,341.518712,617.618245,92.689563,4
298,20.690072,61.054496,619.986668,90.961382,111.402425,331.458147,611.032254,90.603292,7
299,20.96898,61.688004,602.124241,90.810529,111.467656,343.738362,604.273085,92.039926,3
300,22.146956,61.589223,610.2849,92.39169,111.118015,334.210762,609.926851,93.053821,0
301,20.842056,61.330577,606.708925,93.161597,110.894121,335.74354,603.368122,93.301884,1
302,22.4189,62.523781,607.870658,91.63674,111.135266,348.401506,614.850689,90.632126,1
303,21.229416,62.513146,605.110684,92.250121,111.315699,347.908963,611.224042,92.212964,0
304,21.679465,62.099524,610.25791,91.342673,110.684111,332.006012,612.177187,92.439316,8
305,20.781395,60.892828,605.199405,91.551375,111.474364,348.043238,607.439874,92.828732,3
306,22.131242,61.541116,607.41289,92.291909,111.311138,337.946349,612.842197,93.405086,7
307,22.080187,62.026469,618.178643,92.209743,110.764017,340.865731,615.599292,91.136904,0
308,20.744609,61.745805,612.782733,93.493568,111.42459,349.049008,610.561903,90.95473,6
309,21.832448,61.517849,616.734227,91.461299,110.576609,343.759423,604.856263,90.944802,3
310,22.352037,62.389873,604.808824,91.778541,110.644116,335.269397,611.996963,92.399776,2
311,20.754066,61.377537,614.447043,93.491799,111.492988,336.877258,605.357716,91.621164,1
312,22.139904,61.787834,620.140787,92.524023,110.892354,347.055076,604.453498,92.767472,6
313,21.694423,62.448295,602.628345,92.94228,110.787091,334.095955,603.156584,93.2569,1
314,21.689917,62.009488,610.422265,93.234333,110.562988,346.017222,604.325048,92.98024,4
315,22.405327,62.437505,609.101501,92.664217,110.821074,337.07954,619.447867,91.521471,4
